Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N KINSER PK,,,,39.186544,-86.537888,ST RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NKINSERPKST RD 45 W,TRAFFIC CONTROL SIGNAL,2019-06-22 20:39:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N RANGE RD,,50.0,S,39.171504,-86.495312,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,RAN OFF RD,RANGERDST RD 46E,LN CONTROL,2019-06-22 16:55:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N CURRY PK,,,,39.19369,-86.57139,ST RD,N,URBAN,N,N,Y,X-OVER/LN SHIFT,DAYLIGHT,RAIN,WATER (STANDING OR MOVING),,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,REAR END,CURRYPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2019-06-22 09:48:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,E ATWATER,S PARK AVE,,204.0,W,39.16311,-86.52401234,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,RAN OFF RD,ATWATERAVEPARKAVE,NONE,2019-06-22 19:13:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,,,300.0,N,41.22543462,-85.10185345,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69 N119.0,LN CONTROL,2019-06-22 08:31:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,,,20.0,S,41.12433659,-85.18432635,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69 N109.5,LN CONTROL,2019-06-22 06:18:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N GRANT,E 6TH ST,,50.0,S,39.167712,-86.529696,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E6THSTNGRANTST,STOP SIGN,2019-06-22 12:10:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,S FIFTH ST,,50.0,W,39.23345,-86.62429566,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,FIFTHSTTEMPERANCEST,LN CONTROL,2019-06-22 10:10:00,,,
MONROE SD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,ST RD 46,,,1000.0,E,39.19369,-86.57147657,ST RD,N,URBAN,N,Y,Y,LN CLOSURE,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,NORTHCURRYPKST RD 46 W,NONE,2019-06-22 15:23:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 11TH,N MORTON ST,,,,39.173216,-86.536,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NMORTONSTW11THST,STOP SIGN,2019-06-22 13:25:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S COLLEGE,W 2ND ST,,300.0,S,39.12921964,-86.4977,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCOLLEGEAVEW 2NDST,NONE,2019-06-23 15:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,E BUICK CADILLAC BLVD,,,,39.15811,-86.49789,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EBUICKCADILLACBLVDSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-06-23 16:08:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,E COVENANTER DR,,,,39.155152,-86.497888,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,TRAFFIC CONTROL INOPERATIVE/MISSING/OBSC,HEAD ON BETWEEN TWO MOTOR VEHICLES,ECOVENANTERDRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-06-23 22:16:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,E SAMPLE RD,Y,,,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69126.0,LN CONTROL,2019-06-23 10:48:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,I-69 S,,,1000.0,N,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,HWY4546BYPASSHWYI-69S,NONE,2019-06-23 00:04:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N BRIAR GATE DR,,50.0,E,39.21659,-86.59642432,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OPPOSITE DIRECTION SIDESWIPE,BRIARGATEDRST RD 46E,NONE,2019-06-23 17:12:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,ST RD 46,N GETTYS CREEK RD,,,,39.162864,-86.414432,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,GETTYSCREEKRDST RD 46E,LN CONTROL,2019-06-23 23:58:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N DUNN ST,,,,39.18629,-86.52841,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,DUNNSTST RD 46,TRAFFIC CONTROL SIGNAL,2019-06-24 12:33:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,,,,,N UNION VALLEY,ST RD 46,,,,39.215152,-86.5928,LOCAL/CITY RD,Y,,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,46 WHWYUNIONVALLEYRD,TRAFFIC CONTROL SIGNAL,2019-06-24 07:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,S WALNUT,E N DR,,150.0,N,39.15996336,-86.53181,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NORTHDRWALNUTST,LN CONTROL,2019-06-24 10:29:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E SAMPLE,W ST RD 37,,,,39.25862,-86.50128,COUNTY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,IMPROPER TURNING,LEFT/RIGHT TURN,EASTSAMPLERDNORTHOLDSTRD37RD,STOP SIGN,2019-06-24 09:45:00,,,
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,E FLEENER,N LOWER BIRDIE GALYAN RD,,1000.0,E,0.0,0.0,LOCAL/CITY RD,N,RURAL,N,N,B,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,IMPROPER TURNING,OPPOSITE DIRECTION SIDESWIPE,FLEENERRDNLOWERBIRDIEGALYANRD,NONE,2019-06-24 18:09:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E MOORES,S RENWICK BLVD,,40.0,E,39.15018,-86.50118346,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,TRAFFIC CIRCLE/ROUNDABOUT,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EMOORESPKSRENWICKBLVD,ROUNDABOUT INTERSECTION,2019-06-24 23:30:00,,,
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,I-69,,,1000.0,S,39.16521763,-86.52750503,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,I-69 NSAMPLERD,NONE,2019-06-24 20:07:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,N ARLINGTON,W 20TH ST,,,,39.184048,-86.550192,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF RD,NARLINGTONRDW20THST,NONE,2019-06-24 12:59:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,1.0,0.0,0.0,,,,N MT TABOR,N BARR RD,,300.0,S,39.273888,-86.621456,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NBARRRDNMTTABORRD,NONE,2019-06-24 19:04:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 446,E GRUBB RD,,1500.0,N,39.05385117,-86.40777479,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,GRUBBRDST RD 446S,NONE,2019-06-24 11:39:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W BLOOMFIELD,S ROLLING RIDGE WAY,,,,39.15496,-86.56323,LOCAL/CITY RD,Y,,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ROLLINGRIDGEWAYWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2019-06-24 11:15:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,ST RD 48,S CURRY PK,,,,39.16464,-86.58296,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCURRYPKW 3RDST,TRAFFIC CONTROL SIGNAL,2019-06-25 18:28:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S PATTERSON,W 2ND ST,,,,39.16076,-86.54849,LOCAL/CITY RD,Y,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,2NDSTPATTERSONST,TRAFFIC CONTROL SIGNAL,2019-06-25 10:30:00,,,
MONROE SD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,ST RD 37,W DILLMAN RD,,,,39.092976,-86.545648,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,S ST RD 37WESTDILLMANRD,TRAFFIC CONTROL SIGNAL,2019-06-25 17:01:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E 14TH,E BROWNSTONE DR,,75.0,W,39.17598,-86.52897351,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,E14THSTEBROWNSTONEDR,NONE,2019-06-25 02:44:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 2ND,S WOODLAWN AVE,,,,39.16107,-86.52264,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,2NDSTWOODLAWNAVE,STOP SIGN,2019-06-25 18:03:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ADDISYN,W EVENTIDE DR,,,,39.1407,-86.55674,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SADDISYNLNWEVENTIDEDR,NONE,2019-06-25 22:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,W BELLE,S CURRY PK,,300.0,S,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SCURRYPKWBELLAVE,NONE,2019-06-25 17:45:00,,,
MONROE SD,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,4594.0,,,W COWDEN,,,,,39.2555,-86.59299,UNKNOWN,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,OTHER - EXPLAIN IN NARRATIVE,WESTCOWDENRD,NONE,2019-06-25 01:16:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,ST RD 46,ST RD 45,,,,39.171648,-86.502096,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,10THSTST RD 46 W,TRAFFIC CONTROL SIGNAL,2019-06-26 07:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S WALNUT,W COUNTRY CLUB DR,,,,39.13597,-86.53111,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SWALNUTSTWCOUNTRYCLUBDR,TRAFFIC CONTROL SIGNAL,2019-06-26 17:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,ST RD 46,N LOWER BIRDIE GALYAN RD,,100.0,E,39.16269,-86.41335864,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,NLOWERBIRDIEGALYANRDST RD 46E,LN CONTROL,2019-06-26 07:49:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WOODSCREST,EASTLAND PLAZA DR,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,EASTLANDACCESSRDSWOODSCRESTDR,STOP SIGN,2019-06-26 13:54:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,,,1200.0,E,39.18483364,-86.51591712,ST RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,NFEELNST RD 46E,LN CONTROL,2019-06-26 22:17:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W KIRKWOOD,N PINE ST,,,,39.1668,-86.548288,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,SAME DIRECTION SIDESWIPE,KIRKWOODAVEPINEST,LN CONTROL,2019-06-26 11:25:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S LIBERTY,ST RD 45,,,,0.0,0.0,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,LIBERTYDRST RD 45RD,LN CONTROL,2019-06-27 15:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N KINSER PK,,,,39.186544,-86.537888,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NKINSERPKST RD 4546 W,TRAFFIC CONTROL SIGNAL,2019-06-27 12:08:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N SMITH,ST RD 46,,,,39.210144,-86.5832,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,NORTHSMITHPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2019-06-27 18:09:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E WINSLOW,S HENDERSON ST,,30.0,W,39.136144,-86.5268,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EWINSLOWRDSHENDERSONST,NONE,2019-06-27 16:00:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,123,C,I-69 S,N ST RD 37,Y,,,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69,LN CONTROL,2019-06-27 13:10:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S CAVE,,,1200.0,N,39.154336,-86.628896,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,VIEW OBSTRUCTED,LEFT TURN,SCAVERDWHOLLANDHILLLN,NONE,2019-06-27 17:15:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,E JOHN HINKLE PL,,200.0,W,39.17154033,-86.4917847,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,HEAD ON BETWEEN TWO MOTOR VEHICLES,10THSTRANGERD,NONE,2019-06-27 12:05:00,,,
MONROE SD,BLOOMINGTON,1,1.0,1.0,0.0,0.0,,,,ST RD 45,S HARMONY RD,,500.0,E,39.11188918,-86.63693506,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,NON-COLLISION,HARMONYRDST RD 45E,NONE,2019-06-27 13:29:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,S STANFORD,,,,39.08984,-86.666304,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,LEFT TURN,SBURCHRDST RD 45 W,NONE,2019-06-27 15:27:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 48,S KIRBY RD,,50.0,E,39.16494,-86.61103433,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,NHARTSTRAITRDST RD 48W,NONE,2019-06-27 17:27:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,ST RD 45,S LIBERTY DR,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHLIBERTYDRWESTBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2019-06-28 15:00:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E LAW,N EAGLESON AVE,,,,39.173552,-86.515488,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,ELAWLNEAGLESON AVEAVE,NONE,2019-06-28 17:05:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46 ,N CURRY PK,,1000.0,E,39.142048,-86.582592,ST RD,N,RURAL,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,RAN OFF RD,NCURRYPKST RD 46 W,NONE,2019-06-28 17:38:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 37,E SMITHVILLE RD,,1200.0,S,39.06776023,-86.53564212,ST RD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,SMITHVILLERDST RD 37,LN CONTROL,2019-06-28 10:25:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W ST RD 37,E NORTHCLIFF AVE,,,,39.21414,-86.52234,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NORTHOLDSTATERD37RDNORTHCLIFFAVE,NONE,2019-06-28 16:35:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,E 10TH ST,,,,0.0,0.0,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 45ST RD 46,TRAFFIC CONTROL SIGNAL,2019-06-29 16:08:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N CURRY PK,,,,39.19369,-86.57139,ST RD,N,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NCURRYPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2019-06-29 11:02:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ADAMS,W KIRKWOOD AVE,,,,39.166816,-86.549488,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,SADAMSRDWKIRKWOODAVE,TRAFFIC CONTROL SIGNAL,2019-06-29 12:44:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,0.0,N,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69105.0,LN CONTROL,2019-06-29 16:30:00,,,
