_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
2850,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W ELWREN RD,,,600.0,W,39.1642962352692,-86.52692291756091,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ELWRENRDWESTSTATE45RD,NONE,2021-01-31 19:28:00,,,
2851,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S SNOW RD,,,1000.0,N,39.16142428594629,-86.55223094903651,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF RD,SLEEPHILLIPSRDSSNOWRD,NONE,2021-01-31 19:30:00,,,
2852,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E ROGERS ST,S SMITH RD,,250.0,W,39.11178479457805,-86.59762096471489,COUNTY RD,N,RURAL,N,N,B,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,ROGERSRDSADDLEBROOKST,NONE,2021-01-31 20:08:00,,,
2853,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W ARLINGTON RD,,,200.0,S,39.161370534794315,-86.53872512561679,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,NARLINGTONPARKRDWGOURLEYPK,NONE,2021-01-31 20:48:00,,,
2854,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,N HARTSTRAIT RD,,,2640.0,S,39.16945503402506,-86.53486617845488,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,HARTSTRAIGHTRDST RD 48W,NONE,2021-01-31 20:55:00,,,
2855,BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0,0,,,,N WALNUT ST,E 14TH ST,,,,-1.8916185745165085e-05,-1.0641704821229858e-05,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E14THSTNWALNUTST,STOP SIGN,2021-01-31 21:36:00,,,
2856,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 S,,,0.0,S,39.108191217973946,-86.6662004309825,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69105,,2021-01-31 22:15:00,,,
2857,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,2880,,,N HARTSTRAIT RD,,,1700.0,N,39.12983895226611,-86.60356690005884,COUNTY RD,Y,RURAL,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,2880NHARTSTRAITRDWESTVERNALPK,NONE,2021-01-31 23:17:00,,,
2858,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,209,,,E RIDGEVIEW DR,E SUNNY SLOPES DR,,200.0,S,39.18216807354112,-86.55689492931526,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OPPOSITE DIRECTION SIDESWIPE,209ERIDGEVIEWDRSUNNYSLOPEDR,NONE,2021-01-30 15:25:00,,,
2859,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 N,,,370.0,N,38.99472675422243,-86.5373190487532,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,I-69EBryantsCreekRd,,2021-01-30 16:30:00,,,
2860,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E RHORER RD,,,1000.0,W,39.167520688588816,-86.53361829029123,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OPPOSITE DIRECTION SIDESWIPE,RHORERRDSARERD,NONE,2021-01-30 16:57:00,,,
2861,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 46,E 7TH ST,,53.0,N,39.245693678258704,-86.63674919554599,ST RD,,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,StateRd46StateRd46,,2021-01-30 17:20:00,,,
2862,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 45,N GRANDVIEW DR,,,,39.18263148090358,-86.53774516416783,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,E 10THSTNGRANDVIEWDR,NONE,2021-01-30 17:22:00,,,
2863,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,E LINGELBACH LN,,,,,39.16754805661098,-86.57253327027652,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,HEAD ON BETWEEN TWO MOTOR VEHICLES,ELINGELBACHLNST RD 46,NONE,2021-01-30 17:25:00,,,
2864,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 N,,,0.0,S,38.827078103772514,-86.43138913314216,INTERSTATE,,RURAL,N,N,N,,DAWN/DUSK,SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,,CONCRETE,,RAN OFF RD,I-69111.3,,2021-01-30 17:30:00,,,
2865,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 446,E WALDRIP CREEK RD,,400.0,N,0.0,0.0,ST RD,N,RURAL,N,Y,N,,DAWN/DUSK,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ST RD 446SWALDRIPCREEKRD,NONE,2021-01-30 17:48:00,,,
2866,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E BLUE RIDGE DR,E CLOVER LN,,,,39.13604,-86.53827,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,CURVE/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,BLUERIDGEDRECLOVERLN,NONE,2021-01-30 18:40:00,,,
2867,ISP BLOOMINGTON 33,BLOOMINGTON,2,,1.0,0,0,,,,I-69 N,,,0.0,S,39.15550048203479,-86.52702229947354,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,I-69123,,2021-01-30 18:40:00,,,
2868,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,I-69 S,W TAPP RD,,1056.0,S,39.08671637635045,-86.68057010864148,INTERSTATE,,URBAN,N,N,N,,DARK (LIGHTED),BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,SOakdaleDrI-69,,2021-01-30 19:00:00,,,
2869,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 N,,,0.0,S,39.185930443018776,-86.5197080276015,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69109.5,,2021-01-30 19:30:00,,,
2870,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,I-69 N,W 3RD ST,,300.0,S,39.16459603184908,-86.5829924904268,INTERSTATE,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OTHER - EXPLAIN IN NARRATIVE,I-69 NW 3RDST,NONE,2021-01-30 21:53:00,,,
2871,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S BURCH RD,,,500.0,S,39.20993569903751,-86.58274651564653,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,BURCHRDEVANSRD,NONE,2021-01-30 23:34:00,,,
2872,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 S,,,0.0,S,39.17159164300225,-86.52350430004901,INTERSTATE,,URBAN,N,N,N,,DARK (LIGHTED),SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,,,I-69119.8,,2021-01-30 23:41:00,,,
2873,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E MOORES PK,S WINFIELD RD,,,,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,LOOSE MATERIAL ON RD,,TRAFFIC CIRCLE/ROUNDABOUT,CURVE/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,MOORESPKWINFIELDRD,ROUNDABOUT INTERSECTION,2021-01-29 08:35:00,,,
2874,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E NORTHSHORE DR,,,500.0,W,39.20451786470809,-86.58316525943721,COUNTY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RDWAY SURFACE CONDITION,HEAD ON BETWEEN TWO MOTOR VEHICLES,DERRETTRDENORTHSHOREDR,NONE,2021-01-29 11:24:00,,,
2875,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0,0,,,,ST RD 45/46,E 10TH ST,,604.0,N,39.16309919811935,-86.52263818078669,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46UNIONVILLERD,NONE,2021-01-29 16:35:00,,,
2876,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,,,,W EVANS RD,,,600.0,W,39.16655519921807,-86.53480207103094,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SHARMONYRDWEVANSRD,NONE,2021-01-29 19:18:00,,,
2877,MONROE SD,BLOOMINGTON,2,1.0,0.0,0,0,,,,W KOONTZ RD,,,500.0,E,39.07946848003047,-86.66653399055403,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,DUVALLRDKOONTZRD,NONE,2021-01-29 19:59:00,,,
2878,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,S WALNUT ST,W GRIMES LN,,,,39.123202470940264,-86.58260597246625,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,REAR END,EGRIMESLNSWALNUTST,TRAFFIC CONTROL SIGNAL,2021-01-29 21:30:00,,,
2879,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 S,,,158.0,N,39.086852279292685,-86.68167635397602,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,,,StoneBeltDrI-69,,2021-01-28 00:10:00,,,
2880,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,0,,,,N MOUNT TABOR RD,,,200.0,S,39.14688039062271,-86.52692917007968,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,LOOSE MATERIAL ON RD,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NMOUNTTABORRDNOLDDUTCHCHURCHRD,LN CONTROL,2021-01-28 12:11:00,,,
2881,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S SARE RD,E RHORER RD,,,,39.135659926181575,-86.48117456515064,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,ERHORERRDSSARERD,STOP SIGN,2021-01-28 12:51:00,,,
2882,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E ATWATER AVE,S EASTSIDE DR,,,,39.281885860011165,-86.70368876640462,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EASTATWATERAVESOUTHEASTSIDEDR,STOP SIGN,2021-01-28 16:16:00,,,
2883,ELLETTSVILLE PD,ELLETTSVILLE,3,0.0,1.0,0,0,,,,S 1ST,E RITTER ST,,,,39.14246652,-86.489508,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,LOOSE MATERIAL ON RD,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,ERITTERSTSFIRSTST,STOP SIGN,2021-01-27 06:37:00,,,
2884,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S ROGERS ST,S ROCKPORT RD,,,,39.20992773757562,-86.58290757825058,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROCKPORTRDSROGERSST,TRAFFIC CONTROL SIGNAL,2021-01-27 08:28:00,,,
2885,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,ST RD 45/46,N KINSER PK,,,,39.09154913405058,-86.42301086507446,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,RAN OFF RD,I46 WNKINSERPK,TRAFFIC CONTROL SIGNAL,2021-01-27 11:40:00,,,
2886,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,0,,,,N MT TABOR RD,N JENNER DR,,,,39.20319581,-86.55205745,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,NJENNERDRNMTTABORRD,NONE,2021-01-27 15:44:00,,,
2887,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S GARRISON CHAPEL RD,,,500.0,S,39.166656714448166,-86.5438045552941,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,ELLERRDGARRISONCHAPELRD,NONE,2021-01-27 15:57:00,,,
2888,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 S,,,0.0,S,39.13595594879179,-86.52449453665939,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69108.5,,2021-01-27 16:00:00,,,
2889,MONROE SD,BLOOMINGTON,3,0.0,0.0,0,0,,,,N SMITH PK,W MERRY WAY,,,,39.24533,-86.62053,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPKWMERRYWAYLN,NONE,2021-01-27 16:08:00,,,
2890,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0,0,,,,ST RD 45/46,E 17TH ST,,,,39.16459588835493,-86.58296513105711,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,SAME DIRECTION SIDESWIPE,EAST17THSTST RD 46,TRAFFIC CONTROL SIGNAL,2021-01-27 16:10:00,,,
2891,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45/46,E 17TH ST,,,,39.18057846296492,-86.55751903053182,ST RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,EAST17THSTST RD 46,TRAFFIC CONTROL SIGNAL,2021-01-27 16:11:00,,,
2892,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,5920,,,N UNION VALLEY RD,W MCNEELY ST,,250.0,S,39.10817791640444,-86.64564218324135,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,RAN OFF RD RIGHT,RAN OFF RD,NUNIONVALLEYRDWMCNEELYST,NONE,2021-01-27 16:13:00,,,
2893,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 N,,,0.0,S,39.01805605326685,-86.65136441132897,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69107.5,,2021-01-27 16:15:00,,,
2894,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,8515,,,I-69 S,,,950.0,N,39.135650725428164,-86.48116008805322,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69127.5,,2021-01-27 16:25:00,,,
2895,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,S LORI LN,ST RD 46,,15.0,S,-4.3794568996794344e-05,-4.393802156434928e-06,ST RD,,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,T-INTERSECTION,,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,StateRd46LoriLn,,2021-01-27 16:48:00,,,
2896,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,I-69 S,,,3010.0,N,39.164900471004515,-86.61134199467907,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,WBurmaRdI-69,,2021-01-27 17:00:00,,,
2897,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S VALLEY MISSION RD,,,1000.0,N,39.17592473505733,-86.5335835002419,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,SVALLEYMISSIONRDRDSVALLEYMISSIONLNLN,NONE,2021-01-27 17:02:00,,,
2898,DNR LAW ENFORCEMENT,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 446,,,500.0,N,39.049978036458775,-86.67995358155208,ST RD,N,RURAL,N,N,N,,DAYLIGHT,SLEET/HAIL/FREEZING RAIN,ICE,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,PAYNETOWNRDST RD 446S,NONE,2021-01-27 17:03:00,,,
2899,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,I-69 N,W BLOOMFIELD RD,,4500.0,S,39.186735247082524,-86.61152601438998,INTERSTATE,N,URBAN,N,Y,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,HEAD ON BETWEEN TWO MOTOR VEHICLES,I-69 NWBLOOMFIELDRD,NONE,2021-01-27 17:17:00,,,
2900,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S FAIRFAX RD,S STRAIN RIDGE RD,,,,39.13271130878752,-86.52799257565508,COUNTY RD,Y,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,OTHER - EXPLAIN IN NARRATIVE,FAIRFAXRDSTRAINRIDGERD,STOP SIGN,2021-01-27 17:21:00,,,
2901,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W WOODYARD,,,1000.0,W,39.334411018949446,-86.51209869625207,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,T-INTERSECTION,CURVE/HILLCREST,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OPPOSITE DIRECTION SIDESWIPE,NLOESCHRDWWOODYARDRD,NONE,2021-01-27 17:22:00,,,
2902,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S ROCKPORT RD,,,855.0,S,39.121421009484344,-86.51147866764443,LOCAL/CITY RD,Y,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,RAN OFF RD RIGHT,RAN OFF RD,SROCKPORTRDWHENNESSEYST,NONE,2021-01-27 17:32:00,,,
2903,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,N PETE LLIS DR,ST RD 45,,,,39.16764639730444,-86.50007081371315,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,SNOW,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,PETEELLISDRST RD 45,TRAFFIC CONTROL SIGNAL,2021-01-27 17:41:00,,,
2904,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S HARMONY RD,W MAY RD,,100.0,S,39.1718613939389,-86.48744345742128,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RDWAY SURFACE CONDITION,OPPOSITE DIRECTION SIDESWIPE,SHARMONYRDWMAYRD,NONE,2021-01-27 17:42:00,,,
2905,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 45,N CURRY PK,,,,-1.565254661206581e-05,-4.4449544439616926e-05,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,COLLISION WITH OBJECT IN RD,BLOOMFIELDRDNCURRYPK,TRAFFIC CONTROL SIGNAL,2021-01-27 18:40:00,,,
2906,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W WOODYARD,,,500.0,N,39.07663436007478,-86.58677270840279,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,LOESCHRDWOODYARDRD,NONE,2021-01-27 19:00:00,,,
2907,ISP BLOOMINGTON 33,BLOOMINGTON,1,,1.0,0,0,,,,ST RD 45/46,I-69 (W ARLINGTON RD OVERPASS),,53.0,W,39.06133,-86.41422,ST RD,,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,INTERCHANGE,,ASPHALT,IMPROPER LN USAGE,OTHER - EXPLAIN IN NARRATIVE,WArlingtonRdWArlingtonRd,,2021-01-27 19:52:00,,,
2908,ISP INDIANAPOLIS 52,BLOOMINGTON,1,,0.0,0,0,,,,I-69 N,,,739.0,W,39.195843206036095,-86.53177997296343,INTERSTATE,,RURAL,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OTHER - EXPLAIN IN NARRATIVE,SpruceDrI-69,,2021-01-27 20:30:00,,,
2909,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 37,S VICTOR PK,,0.0,N,39.224906805403556,-86.54734435280622,ST RD,,RURAL,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,VICTORPKST RD 37,,2021-01-27 21:20:00,,,
