Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,SR 46,N HARTSTRAIT RD,,,,39.22766,-86.61594,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,HARTSTRAITRDSR46W,TRAFFIC CONTROL SIGNAL,2020-03-02 07:17:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,SR 46,N STINESVILLE RD,,,,39.2668,-86.66569,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,SR46WSTINESVILLERD,NONE,2020-03-02 08:06:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 45/46,E DISCOVERY PKWY,,,,39.16500353,-86.42988849,STATE ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46DISCOVERYPARKWAY,OFFICER/CROSSING GUARD/FLAGMAN,2020-03-02 12:30:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 45/46,E DISCOVERY PKWY,,,,39.16500353,-86.42988849,STATE ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46DISCOVERYPARKWAY,OFFICER/CROSSING GUARD/FLAGMAN,2020-03-02 12:30:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 45/46,E 10TH ST,,73.0,S,0.0,0.0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR45SR46,NONE,2020-03-02 14:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,E RIDGEVIEW DR,,,,39.13197,-86.53144,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ERIDGEVIEWDRSWALNUTST,NONE,2020-03-02 16:23:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W TAPP RD,S RAYLE PL,,,,39.13704,-86.577504,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SRAYLEPLWTAPPRD,STOP SIGN,2020-03-02 17:22:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WOODSCREST DR,E 3RD ST,,,,39.164272,-86.502416,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST3RDSTSOUTHWOODSCRESTDR,TRAFFIC CONTROL SIGNAL,2020-03-02 17:40:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W BLOOMFIELD RD,S ROLLING RIDGE WAY,,,,39.15496,-86.56323,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,BLOOMFIELDRDROLLINGRIDGEWAY,TRAFFIC CONTROL SIGNAL,2020-03-03 07:18:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,SR 45,,117.0,S,0.0,0.0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46UNIONVILLERD,NONE,2020-03-03 08:15:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,W BLOOMFIELD RD,,,700.0,W,39.15303167,-86.56621409,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF ROAD,BLOOMFIELDRD700FTWOFWEIMERROAD,,2020-03-03 08:54:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S HARRELL RD,E STIPP RD,,50.0,N,39.12368095,-86.49868674,COUNTY ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,EASTMOFFETTRDSOUTHHARRELLRD,FLASHING OVERHEAD BEACON,2020-03-03 11:19:00
ISP BLOOMINGTON 33,BLOOMINGTON,3,,1.0,0.0,0,,,,E HILLSIDE DR,S HENDERSON ST,,400.0,E,39.150544,-86.52604525,LOCAL/CITY ROAD,,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,REAR END,EHILLSIDEDRSHENDERSONST,,2020-03-03 13:25:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,790.0,,,N HARTSTRAIT RD,,,1000.0,N,39.164944,-86.611296,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NHARTSTRAITRDWSTATE48RD,NONE,2020-03-03 15:53:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E 10TH ST,N WALNUT GROVE ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,TENTHSTWALNUTGROVEST,LANE CONTROL,2020-03-03 16:27:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,106.0,,,E 2ND ST,S WALNUT ST,,,,39.161088,-86.533223,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,RIGHT ANGLE,E2NDST,NONE,2020-03-03 17:22:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,SR 46,SR 46,,200.0,N,39.164448,-86.471888,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSR4546BYP,NONE,2020-03-03 17:50:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,SR 45,N BRUMMETTS CREEK RD,,300.0,E,0.0,0.0,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,NFLOYDDRSR45E,NONE,2020-03-03 22:42:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S ROGERS ST,W 2ND ST,,,,39.16139,-86.5387,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,OPPOSITE DIRECTION SIDESWIPE,SROGERSSTSECONDST,TRAFFIC CONTROL SIGNAL,2020-03-03 22:49:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,SR 446,,,500.0,S,39.06594967,-86.4299,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,KNIGHTRIDGERDSR446S,NONE,2020-03-04 06:06:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,W COUNTRY CLUB DR,S MILTON DR,,100.0,W,39.136128,-86.539184,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SMILTONDRWCOUNTRYCLUBDR,LANE CONTROL,2020-03-04 07:36:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N SMITH PIKE,W WOODYARD RD,,,,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,NSMITHPIKEWWOODYARDRD,STOP SIGN,2020-03-04 07:50:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,406.0,,,N FESS AVE,ALLEY,,,,39.1696578,-86.52571298,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLISION WITH OBJECT IN ROAD,NFESSAVE,NONE,2020-03-04 11:20:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,1130.0,,,N UNION CT,,,,,39.172144,-86.509392,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,,SAME DIRECTION SIDESWIPE,NUNIONCT,NONE,2020-03-04 15:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,E HILLSIDE DR,S DUNN ST,,,,39.15055,-86.52817,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,HEAD ON BETWEEN TWO MOTOR VEHICLES,EASTHILLSIDEDRSOUTHDUNNST,NONE,2020-03-04 16:12:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 45/46,N DUNN ST,,,,39.186352,-86.528496,STATE ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NORTHDUNNSTSR46E,NONE,2020-03-04 17:10:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N INDIANA AVE,E 7TH ST,,,,39.16844826,-86.51211543,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,INDIANAAVESEVENTHST,STOP SIGN,2020-03-04 18:20:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,SR 46,N HARTSTRAIT RD,,,,39.22766,-86.61594,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,HARTSTRAITRDSR46W,TRAFFIC CONTROL SIGNAL,2020-03-04 19:20:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N COLLEGE AVE,W 11TH ST,,,,39.173232,-86.534752,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,NCOLLEGEAVEW11THST,TRAFFIC CONTROL SIGNAL,2020-03-04 21:39:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,2.0,0.0,0,,,,SR 48,N PROFILE PKWY,,0.0,S,39.164723,-86.592589,STATE ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,PROFILEPARKWAYSR48,,2020-03-05 08:20:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,ENTRANCE TO MCDONALD'S,,500.0,S,39.14560655,-86.53214374,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,MILLERDRWALNUTST,NONE,2020-03-05 09:15:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W 3RD ST,S LANDMARK AVE,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,SAME DIRECTION SIDESWIPE,SLANDMARKAVEWHITEHALLPIKE,TRAFFIC CONTROL SIGNAL,2020-03-05 11:29:00
ISP BLOOMINGTON 33,BLOOMINGTON,3,,2.0,0.0,0,,,,W DILLMAN RD,SR 37,,10.0,W,39.092967,-86.54584637,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,STATERD37WDILLMANRD,,2020-03-05 12:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 48,S LIBERTY DR,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SOUTHLIBERTYDRWEST3RDST,TRAFFIC CONTROL SIGNAL,2020-03-05 12:44:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S WOODSCREST DR,,60.0,E,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSWOODSCRESTDR,TRAFFIC CONTROL SIGNAL,2020-03-05 14:15:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,E GRIMES LN,,,,39.15344,-86.5336,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,EGRIMESLNSWALNUTST,TRAFFIC CONTROL SIGNAL,2020-03-05 15:25:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W COUNTRY CLUB DR,S MILTON DR,,50.0,W,39.136128,-86.539184,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SMILTONDRWCOUNTRYCLUBDR,NONE,2020-03-05 17:07:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S SWAIN AVE,E 3RD ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SWAINAVETHIRDST,NONE,2020-03-05 18:50:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W KOONTZ RD,,,300.0,W,39.079248,-86.619792,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,WDUVALLRDWKOONTZRD,NONE,2020-03-05 19:34:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,E EASTGATE LN (N),,,,39.17024,-86.501392,STATE ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,RAILROAD CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EEASTGATELNSR46,RR CROSSING FLASHING LIGHTS AND GATES,2020-03-05 21:15:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,SR 446,,,1000.0,S,39.08215554,-86.4196101,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,EASTRUSHRIDGERDSR446S,NONE,2020-03-06 00:52:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E 7TH ST,N FORREST AVE (E) (ALLEY),,532.0,E,39.16847,-86.52113602,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,E7THSTNFORRESTAVE,NONE,2020-03-06 06:43:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W COUNTRY CLUB DR,S ROCKPORT RD,,,,39.136448,-86.548704,,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ROCKPORTRDWCOUNTRYCLUBDR,TRAFFIC CONTROL SIGNAL,2020-03-06 10:20:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S PATTERSON DR,W 2ND ST,,,,,,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,2NDSTPATTERSONDR,TRAFFIC CONTROL SIGNAL,2020-03-06 12:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 19TH ST,N GRANT ST,,,,39.18104,-86.529696,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,BACKING CRASH,E19THSTNGRANTST,NONE,2020-03-06 13:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S WALNUT ST,E NORTH DR,,200.0,S,0.0,0.0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ENORTHDRNWALNUTST,TRAFFIC CONTROL SIGNAL,2020-03-06 14:30:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,E 3RD ST,S DUNN ST,,100.0,W,39.164448,-86.528096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,STEERING FAILURE,RAN OFF ROAD,E3RDSTSDUNNST,NONE,2020-03-06 15:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E WINSLOW RD,S HENDERSON ST,,,,0.0,0.0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,EWINSLOWRDSHENDERSONST,TRAFFIC CONTROL SIGNAL,2020-03-06 16:09:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,E 10TH ST,N WOODLAWN AVE,,,,39.17164,-86.52351,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,TENTHSTWOODLAWNAVE,TRAFFIC CONTROL SIGNAL,2020-03-07 02:14:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,N WALNUT ST,W OLD SR 37,,,,39.20704,-86.534704,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NORTHWALNUTSTOLDSTATEROAD37,LANE CONTROL,2020-03-07 02:27:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,1500.0,,,N FEE LN,ENTRANCE TO IU PARKING LOT 13,,,,,,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OPPOSITE DIRECTION SIDESWIPE,NFEELN,NONE,2020-03-07 07:00:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,E TOWER RIDGE RD,,,6300.0,S,39.0197577,-86.36727935,COUNTY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,LOOSE MATERIAL ON ROAD,,NO JUNCTION INVOLVED,,GRAVEL,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,SR446TOWERRIDGERD1.2MILESEAST,,2020-03-07 08:35:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,I-69 N,,,0.0,S,39.04606863,-86.67893005,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,104.5I-69,,2020-03-07 10:27:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N INDIANA AVE,E 13TH ST,,,,39.175504,-86.527104,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,E13THSTNINDIANAAVE,STOP SIGN,2020-03-07 11:41:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0,,,,SR 46,E EASTGATE LN (N),,100.0,S,39.16998405,-86.50126402,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,EEASTGATELNNSTRD46RD,NONE,2020-03-07 13:38:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N DUNN ST,E VARSITY LN,,,,39.182976,-86.528416,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,DUNNSTEVARSITYLN,NONE,2020-03-07 14:25:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,120,D,I-69 S,SR 45/46,,,,0.0,0.0,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,I69S,NONE,2020-03-07 14:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0,,,,N INDIANA AVE,E 13TH ST,,,,39.175504,-86.527104,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E13THSTNINDIANAAVE,STOP SIGN,2020-03-07 16:20:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,SR 48,S GARRISON CHAPEL RD,,0.0,S,39.163645,-86.649859,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,GARRISONCHAPELROADSR48,,2020-03-07 17:02:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,,,1425.0,E,39.16357758,-86.42439404,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,ETRAILWAYDRSR46E,NONE,2020-03-07 17:50:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S JORDAN AVE,E 3RD ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JORDANAVETHIRDST,TRAFFIC CONTROL SIGNAL,2020-03-07 18:55:00
