Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,5925.0,,,S CHARLIE,S ROGERS ST,,,,39.102267,-86.539219,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOUTHCHARLIEST,NONE,2019-10-14 13:12:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,1351.0,,,W TAPP,S PINEHURST DR,,300.0,W,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,LEFT OF CENTER,LEFT TURN,1351WTAPPRDPINEHURSTDR,LANE CONTROL,2019-10-14 08:10:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 48,S CURRY PIKE,,200.0,E,39.16464,-86.58297731,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CURRYPIKEW3RDST,LANE CONTROL,2019-10-15 11:42:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,SR 45/46,E 17TH ST,,,,39.17984,-86.507088,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL,2019-10-15 14:00:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,S FAIRFAX RD,,300.0,N,39.13893688,-86.53149,LOCAL/CITY ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,SFAIRFAXRDSOLDSR37RD,NONE,2019-10-15 11:01:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,SR 46,E KINGS RD,,1500.0,W,39.16676271,-86.4602362,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EKINGSRDSR46E,NO PASSING ZONE,2019-10-15 19:33:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,E HILLSIDE,S HENDERSON ST,,,,39.15064,-86.52696,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OPPOSITE DIRECTION SIDESWIPE,EHILLSIDEDRSHENDERSONST,TRAFFIC CONTROL SIGNAL,2019-10-15 21:31:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,I-69 N,,,0.0,N,39.99117901,-85.87984449,INTERSTATE,N,RURAL,N,Y,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69S12.5,NONE,2019-10-15 07:41:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,I-69 S,,,100.0,N,41.12849711,-85.17702569,INTERSTATE,N,RURAL,N,Y,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69S110.0,NONE,2019-10-15 17:59:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,4398.0,,,S WALNUT ST PIKE,,,,,39.11494122,-86.526496,COUNTY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SWALNUTSTREETPIKE,LANE CONTROL,2019-10-15 07:56:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,W 2ND,S MAPLE ST,,,,39.161568,-86.542096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,SMAPLESTW2NDST,NONE,2019-10-15 14:51:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W VERNAL,N ANGELINA LN,,,,39.18663,-86.60202,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,NANGELINALNWVERNALPIKE,NONE,2019-10-15 21:00:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,N SMITH PIKE,,,,39.210144,-86.5832,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPIKESR46W,TRAFFIC CONTROL SIGNAL,2019-10-16 08:56:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,E 1ST,S LINCOLN ST,,100.0,W,39.177792,-86.530864,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,EAST1STSTSOUTHLINCOLNST,NONE,2019-10-16 20:56:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,INDUSTRIAL,S CURRY PIKE,,,,39.14393,-86.58262,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,SCURRYPIKEWINDUSTRIALBLVD,STOP SIGN,2019-10-16 13:25:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,N BEECHWOOD HEIGHTS,,,400.0,N,0.0,0.0,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,BEECHWOODLNSOUTHSHOREDR,NONE,2019-10-16 08:56:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S BASSWOOD,S MULLER PKWY,,100.0,S,39.1534849,-86.56333493,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,MULLERPKWYSBASSWOODDR,NONE,2019-10-16 00:05:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S STRAIN RIDGE,E DOC MITCHELL ST,,300.0,N,39.09919472,-86.50785,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EDOCMITCHELLSTSSTRAINRIDGERD,NONE,2019-10-16 08:59:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S UNION,E 3RD ST,,,,39.16427,-86.50939,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,THIRDSTUNIONST,STOP SIGN,2019-10-16 17:13:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W AIRPORT,S BUNGER RD,,,,39.136848,-86.606,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,AIRPORTRDBUNGERRD,NONE,2019-10-16 15:09:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W ALEXANDER,ENTRANCE TO PRIVATE DRIVE OF 350 N GATES,,,,39.169874,-86.574978,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,PRIVATEDRIVEOF350NGATESSTWALEXANDERDR,STOP SIGN,2019-10-16 15:31:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,SR 48,S CURRY PIKE,,,,39.164544,-86.560096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SCURRYPIKEW3RDST,TRAFFIC CONTROL SIGNAL,2019-10-17 16:16:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N CURRY,W VERNAL PIKE,,1200.0,S,39.179248,-86.5832,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NCURRYPIKEWVERNALPIKE,NONE,2019-10-17 17:31:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 10TH,N JORDAN AVE,,,,39.171552,-86.515728,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E10THSTNJORDANAVE,TRAFFIC CONTROL SIGNAL,2019-10-17 11:15:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 37,S VICTOR PIKE,,50.0,N,39.10564609,-86.55123239,STATE ROAD,N,RURAL,N,N,Y,INTERMITTENT OR MOVING WORK,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF ROAD,SR37SWVICTORPIKE,LANE CONTROL,2019-10-17 04:22:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E 17TH,N WALNUT ST,,300.0,E,39.17902207,-86.53233811,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,,,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,17THSTWALNUTST,NONE,2019-10-17 00:00:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S FACULTY AVE,,,,39.164352,-86.521088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E3RDSTSFACULTYAVE,STOP SIGN,2019-10-17 08:15:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,E 3RD,S MITCHELL ST,,75.0,E,39.16425,-86.51423648,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,MITCHELLSTTHIRDST,STOP SIGN,2019-10-17 15:45:00
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N COUNTY LINE,W FLATWOODS RD,,,,39.25257,-86.68432,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,OTHER - EXPLAIN IN NARRATIVE,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NCOUNTYLINERDWFLATWOODSRD,STOP SIGN,2019-10-17 15:31:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S HIGH,,,700.0,S,39.06574593,-86.50823,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EROCKCREEKDRSHIGHST,NONE,2019-10-17 17:20:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,FOSTER FISCUS RD,,,,39.28011,-86.67979,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,FOSTERFISCUSRDSR46W,NONE,2019-10-17 08:14:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0.0,,,,SR 46,,,634.0,E,39.16203566,-86.41217827,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF ROAD,,,2019-10-17 18:27:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E 10TH,N JEFFERSON ST,,100.0,E,39.17164801,-86.50673515,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,10THSTJEFFERSONST,NONE,2019-10-18 00:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N WALNUT,E 10TH ST,,,,39.171744,-86.53352,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,BACKING CRASH,E10THSTNWALNUTST,TRAFFIC CONTROL SIGNAL,2019-10-18 16:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,4.0,0.0,0.0,,,,S COLLEGE MALL,E BUICK CADILLAC BLVD,,,,39.15816,-86.497792,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,HEAD ON BETWEEN TWO MOTOR VEHICLES,EBUICKCADILLACBLVDSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-10-18 16:49:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,N MONROE ST,,200.0,E,39.18691229,-86.54609567,STATE ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,MONROESTSR46E,LANE CONTROL,2019-10-18 12:50:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 17TH,N WILLIS DR,,100.0,W,39.179104,-86.544016,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWILLISDRW17THST,NONE,2019-10-18 15:49:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,SR 37,S VICTOR PIKE,,300.0,S,39.10487224,-86.55050631,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SVICTORPIKESR37S,NONE,2019-10-18 19:24:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E ATWATER,S SWAIN AVE,,,,39.163152,-86.515168,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EASTATWATERAVESOUTHSWAINAVE,STOP SIGN,2019-10-18 19:15:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,E BENNINGTON,S ROMANS CT,,100.0,E,39.15981,-86.47926864,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EBENNINGTONBLVDSOUTHROMANSCT,NONE,2019-10-18 14:40:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,1.0,,,,I-69 S,,,0.0,S,39.07820521,-86.58378787,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,,,2019-10-18 07:15:00
MONROE SD,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,,,,N STARNES,W MALLORY RD,,900.0,N,39.202144,-86.658608,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,NSTARNESRDWMALLORYRD,NONE,2019-10-18 07:28:00
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N UNION VALLEY,W LYNWEST DR,,,,39.21584,-86.5928,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NUNIONVALLEYRDWLYNWESTDR,STOP SIGN,2019-10-18 16:45:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1285.0,,,S LIBERTY,,,,,39.158491,-86.57527,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHLIBERTYDR,NONE,2019-10-18 12:39:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S LINCOLN,E 4TH ST,,,,39.16558,-86.53109,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,4THSTLINCOLNST,STOP SIGN,2019-10-18 12:00:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S PEACHTREE,,,300.0,N,39.1876463,-86.55583,LOCAL/CITY ROAD,N,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,OTHER - EXPLAIN IN NARRATIVE,SOUTHPEACHTREELNWESTALLENST,NONE,2019-10-18 03:00:00
BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,SR 45/46,W STONELAKE DR,,300.0,W,39.18699904,-86.54785641,STATE ROAD,N,URBAN,N,N,Y,X-OVER/LANE SHIFT,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,IMPROPER TURNING,LEFT TURN,MONROESTSR46E,LANE CONTROL,2019-10-18 11:25:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 48,W PROFILE PKWY,,,,39.16474,-86.59259,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,PROFILEPKWYSR48,TRAFFIC CONTROL SIGNAL,2019-10-18 16:17:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W REEVES,N STARNES RD,,,,39.231536,-86.6588,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NSTARNESRDWREEVESRD,STOP SIGN,2019-10-18 15:20:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N UNIONVALLEY,SR 46,,,,39.215152,-86.5928,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,STATEROAD46WRDUNIONVALLEYRD,STOP SIGN,2019-10-19 15:13:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,E HILLSIDE,S CLIFTON AVE,,,,39.150544,-86.5096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,EHILLSIDEDRSCLIFTONAVE,LANE CONTROL,2019-10-19 12:29:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N WALNUT,E BLUE RIDGE DR,,50.0,S,39.196848,-86.5344,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,OTHER - EXPLAIN IN NARRATIVE,BLUERIDGEDRNORTHWALNUTST,LANE CONTROL,2019-10-19 15:15:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,N WAYPORT,E ELLIS RD,,300.0,S,39.22862068,-86.52276286,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EELLISRDNWAYPORTRD,NONE,2019-10-19 22:32:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,W 17TH,N JACKSON,,,,39.179024,-86.539616,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NORTHJACKSONSTWEST17THST,STOP SIGN,2019-10-19 21:30:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,W TAPP,S DEBORAH DR,,,,39.13666,-86.56784,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,DEBORAHDRTAPPRD,NONE,2019-10-19 08:19:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S WALNUT,W CHURCH LN,,,,39.107248,-86.531392,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOUTHOLDSTATEROAD37RDWESTCHURCHLN,TRAFFIC CONTROL SIGNAL,2019-10-20 11:18:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,E HILLSIDE,S HUNTINGTON DR,,,,39.150688,-86.520896,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EASTHILLSIDEDRSOUTHHUNTINGTONDR,NONE,2019-10-20 19:25:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,0.0,S,0.0,0.0,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,SR69S122.5,NONE,2019-10-20 07:29:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N WALNUT,N FRITZ DR,,1000.0,N,39.191248,-86.532896,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NFRITZDRNWALNUTST,NONE,2019-10-20 19:42:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,6280.0,,,S OLD SR 37,,,,,39.24148245,-86.49912327,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,OLDSTATEROAD37HWY,LANE CONTROL,2019-10-20 13:50:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,3.0,0.0,0.0,,,,E 17TH,SR 45/46,,,,0.0,0.0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL,2019-10-21 09:30:00
